employee_id,employee_name,gender,department_name,job_title,city,state,country,manager_name,hire_date,tenure_years,salary,education_level,business_travel,distance_from_home_km,performance_rating,job_satisfaction,work_life_balance,latest_attendance_status,overtime_hours,exit_date,exit_reason,is_active
1140,Siddharth Kumar,Male,Operations,Logistics Coordinator,Chennai,Tamil Nadu,India,Sneha Kumar,2019-10-04,3.46,40311.0,Master'S,Non-Travel,5,5.0,2,3.0,Present,0.0,2023-03-20,Career Growth,False
1141,Vikram Singh,Male,Research & Development,Data Scientist,Chennai,Tamil Nadu,India,Rajesh Iyer,2017-01-16,9.5,76051.0,Bachelor'S,Non-Travel,14,5.0,5,3.0,,,,,True
1142,Suresh Chopra,Male,Sales,Territory Manager,Bangalore,Karnataka,India,Riya Singh,2013-11-25,12.65,70000.0,High School,Non-Travel,9,1.0,1,2.0,,,,,True
1143,Gaurav Tiwari,Male,Finance,Financial Analyst,Mumbai,Maharashtra,India,Preeti Sharma,2011-06-13,15.1,64771.0,High School,Travel_Frequently,28,1.0,1,2.0,Present,1.5,,,True
1144,Isha Joshi,Female,Marketing,Marketing Manager,Lucknow,Uttar Pradesh,India,Preeti Sharma,2016-04-11,10.27,64859.0,High School,Travel_Rarely,9,3.0,1,1.0,,,,,True
1145,Varun Sharma,Male,Operations,Operations Manager,Chennai,Tamil Nadu,India,Ashok Nair,2022-03-19,4.33,48551.0,Bachelor'S,Travel_Rarely,34,4.0,5,3.0,,,,,True
1146,Aditya Iyer,Male,Marketing,Content Strategist,Lucknow,Uttar Pradesh,India,Rajesh Iyer,2011-04-04,15.29,73000.0,Bachelor'S,Non-Travel,46,2.0,1,3.0,Leave,0.0,,,True
1147,Nikhil Saxena,Male,Finance,Accountant,Mumbai,Maharashtra,India,Priya Chopra,2010-11-07,15.7,68631.0,Diploma,Non-Travel,2,4.0,4,3.0,,,,,True
1148,Siddharth Joshi,Male,Human Resources,HR Business Partner,Lucknow,Uttar Pradesh,India,Rohan Kapoor,2012-04-07,14.09,52839.0,Phd,Travel_Rarely,15,3.0,4,4.0,,,2026-05-12,Career Growth,False
1149,Kavya Patel,Female,Sales,Sales Associate,Bangalore,Karnataka,India,Preeti Kapoor,2022-09-23,3.82,54875.0,High School,Travel_Rarely,21,4.0,1,1.0,,,,,True
1150,Nisha Sharma,Female,Finance,Accountant,Mumbai,Maharashtra,India,Sanjay Yadav,2025-07-19,1.0,58843.0,Master'S,Travel_Rarely,23,4.0,3,2.0,,,,,True
1151,Karan Kapoor,Male,Human Resources,HR Executive,Lucknow,Uttar Pradesh,India,Vikram Bansal,2010-06-14,16.1,67000.0,Bachelor'S,Travel_Frequently,31,1.0,2,5.0,,,,,True
1152,Isha Verma,Female,Human Resources,HR Manager,Lucknow,Uttar Pradesh,India,Nisha Sharma,2025-08-21,0.79,46103.0,Master'S,Non-Travel,24,4.0,2,2.0,,,2026-06-06,Not Specified,False
1153,Riya Singh,Female,Sales,Sales Manager,Bangalore,Karnataka,India,Kavya Bansal,2024-04-25,2.23,42876.0,Phd,Non-Travel,24,5.0,2,,,,,,True
1154,Nisha Kapoor,Female,Finance,Accountant,Mumbai,Maharashtra,India,Shreya Chopra,2016-01-10,10.52,72618.0,Diploma,Non-Travel,54,5.0,3,,,,,,True
1155,Kirti Iyer,Female,Customer Support,Support Team Lead,Noida,Uttar Pradesh,India,Kirti Chopra,2018-11-09,7.69,48855.0,Master'S,Non-Travel,14,1.0,4,3.0,,,,,True
1156,Riya Kumar,Female,Finance,Finance Manager,Mumbai,Maharashtra,India,Kirti Malhotra,2011-07-03,12.48,71834.0,Master'S,Travel_Rarely,10,2.0,2,2.0,,,2023-12-26,Personal Reasons,False
1157,Aditya Tiwari,Male,Human Resources,Recruiter,Lucknow,Uttar Pradesh,India,Sanjay Joshi,2015-12-04,10.62,67000.0,Master'S,Travel_Rarely,22,5.0,3,1.0,,,,,True
1158,Meera Sharma,Female,IT,IT Manager,Jaipur,Rajasthan,India,Rohan Joshi,2016-04-15,9.99,84156.0,Bachelor'S,Travel_Frequently,27,4.0,5,3.0,Present,0.0,2026-04-11,Personal Reasons,False
1159,Swati Agarwal,Female,IT,Software Engineer,Jaipur,Rajasthan,India,Nisha Sharma,2013-07-26,12.11,74920.0,Diploma,Non-Travel,3,4.0,4,3.0,Present,2.0,2025-09-04,Better Opportunity,False
1160,Meera Kapoor,Female,Operations,Operations Executive,Chennai,Tamil Nadu,India,Ashok Nair,2010-09-08,15.86,65000.0,Bachelor'S,Travel_Rarely,2,2.0,2,1.0,,,,,True
1161,Rahul Iyer,Male,Marketing,Content Strategist,Lucknow,Uttar Pradesh,India,Vivaan Verma,2019-03-09,4.85,51220.0,Diploma,Travel_Frequently,52,1.0,5,4.0,Present,3.0,2024-01-15,Better Opportunity,False
1162,Kavita Chopra,Female,IT,Qa Engineer,Jaipur,Rajasthan,India,Nisha Sharma,2014-11-23,11.65,88754.0,Bachelor'S,Travel_Frequently,39,5.0,3,5.0,,,,,True
1163,Rajesh Nair,Male,IT,IT Manager,Jaipur,Rajasthan,India,Ananya Reddy,2024-09-18,1.83,76985.0,Master'S,Travel_Frequently,9,4.0,5,2.0,Work From Home,2.0,,,True
1164,Kavita Chopra,Female,Operations,Logistics Coordinator,Chennai,Tamil Nadu,India,Amit Bansal,2022-10-31,3.72,38978.0,Bachelor'S,Travel_Frequently,36,1.0,2,4.0,,,,,True
1165,Preeti Patel,Female,IT,Software Engineer,Jaipur,Rajasthan,India,Kavita Saxena,2017-12-20,6.15,85549.0,High School,Travel_Frequently,40,5.0,2,3.0,Work From Home,0.0,2024-02-12,Personal Reasons,False
1166,Ritu Rao,Female,Operations,Operations Executive,Chennai,Tamil Nadu,India,Preeti Kapoor,2014-06-29,9.43,61363.0,Diploma,Travel_Frequently,4,2.0,1,4.0,Present,3.0,2023-12-04,Career Growth,False
1167,Gaurav Patel,Male,Customer Support,Support Executive,Noida,Uttar Pradesh,India,Vivaan Verma,2023-10-13,2.77,45694.0,Bachelor'S,Non-Travel,2,5.0,1,3.0,,,,,True
1168,Shreya Kumar,Female,Human Resources,Recruiter,Lucknow,Uttar Pradesh,India,Sneha Gupta,2011-06-19,15.08,67000.0,Bachelor'S,Travel_Rarely,49,3.0,2,4.0,,,,,True
1169,Priya Iyer,Female,Marketing,Marketing Manager,Lucknow,Uttar Pradesh,India,Preeti Sharma,2010-06-29,12.84,70102.0,Phd,Travel_Frequently,7,5.0,2,1.0,Work From Home,0.0,2023-04-30,Better Opportunity,False
1170,Nisha Chopra,Female,Human Resources,HR Business Partner,Lucknow,Uttar Pradesh,India,Sanjay Singh,2013-06-08,13.11,55618.0,High School,Travel_Frequently,40,3.0,4,3.0,,,,,True
1171,Ashok Reddy,Male,Finance,Accountant,Mumbai,Maharashtra,India,,2025-10-11,0.77,49005.0,High School,Travel_Frequently,43,4.0,3,2.0,Present,0.0,,,True
1172,Aditya Nair,Male,Marketing,Seo Specialist,Lucknow,Uttar Pradesh,India,Gaurav Iyer,2015-12-04,10.05,57385.0,High School,Non-Travel,43,5.0,1,3.0,Absent,0.0,2025-12-20,Health Reasons,False
1173,Neha Joshi,Female,IT,System Admin,Jaipur,Rajasthan,India,Riya Singh,2018-12-28,7.56,75692.0,Diploma,Non-Travel,7,3.0,3,5.0,,,,,True
1174,Isha Yadav,Female,Operations,Logistics Coordinator,Chennai,Tamil Nadu,India,Kavya Bansal,2025-05-09,1.19,44488.0,Bachelor'S,Travel_Frequently,44,1.0,1,2.0,,,,,True
1175,Rajesh Agarwal,Male,Human Resources,HR Manager,Lucknow,Uttar Pradesh,India,Pooja Reddy,2017-10-03,8.79,57376.0,Diploma,Travel_Rarely,21,,2,3.0,,,,,True
1176,Varun Chopra,Male,Operations,Operations Executive,Chennai,Tamil Nadu,India,,2019-12-18,6.58,56468.0,Master'S,Non-Travel,36,5.0,3,3.0,,,,,True
1177,Ritu Saxena,Female,Marketing,Seo Specialist,Lucknow,Uttar Pradesh,India,Priya Chopra,2018-02-24,8.4,60675.0,Master'S,Non-Travel,49,,5,4.0,,,,,True
1178,Preeti Agarwal,Female,IT,Software Engineer,Jaipur,Rajasthan,India,Sneha Gupta,2013-09-06,12.87,90000.0,Diploma,Non-Travel,46,2.0,3,4.0,,,,,True
1179,Deepak Kapoor,Male,Research & Development,Data Scientist,Chennai,Tamil Nadu,India,Shreya Chopra,2021-11-23,0.43,64832.0,Diploma,Non-Travel,25,1.0,5,4.0,,,2022-04-29,Retirement,False
1180,Kavita Yadav,Female,Marketing,Content Strategist,Lucknow,Uttar Pradesh,India,Kavya Bansal,2017-09-09,8.86,73000.0,Bachelor'S,Travel_Frequently,14,1.0,3,5.0,,,,,True
1181,Kavya Patel,Female,IT,Software Engineer,Jaipur,Rajasthan,India,Rajesh Iyer,2017-11-25,8.65,82950.0,High School,Non-Travel,2,1.0,4,5.0,,,,,True
1182,Isha Rao,Female,Finance,Accountant,Mumbai,Maharashtra,India,Sanjay Joshi,2011-05-24,15.15,70856.0,Phd,Travel_Frequently,42,,2,4.0,Present,1.0,,,True
1183,Ananya Chopra,Female,Operations,Logistics Coordinator,Chennai,Tamil Nadu,India,Priya Chopra,2022-05-21,4.16,37646.0,Bachelor'S,Travel_Frequently,48,5.0,2,2.0,,,,,True
1184,Nisha Patel,Female,Human Resources,HR Manager,Lucknow,Uttar Pradesh,India,Ritu Rao,2021-07-11,5.02,53363.0,Diploma,Non-Travel,21,1.0,5,3.0,Present,0.0,,,True
1185,Swati Tiwari,Female,IT,Software Engineer,Jaipur,Rajasthan,India,Suresh Reddy,2025-11-15,0.67,64190.0,Diploma,Travel_Rarely,24,1.0,4,4.0,,,,,True
1186,Preeti Sharma,Female,Human Resources,HR Business Partner,Lucknow,Uttar Pradesh,India,Shreya Kapoor,2024-05-28,2.14,50892.0,Bachelor'S,Travel_Frequently,53,1.0,4,5.0,Present,0.0,,,True
1187,Ananya Rao,Female,Marketing,Content Strategist,Lucknow,Uttar Pradesh,India,Amit Patel,2011-11-06,14.7,73000.0,Master'S,Non-Travel,35,5.0,3,2.0,Present,1.5,,,True
1188,Neha Kumar,Female,Sales,Sales Associate,Bangalore,Karnataka,India,Nisha Malhotra,2017-06-10,9.11,58052.0,Master'S,Travel_Rarely,2,4.0,2,,Work From Home,1.0,,,True
1189,Gaurav Verma,Male,Human Resources,HR Executive,Lucknow,Uttar Pradesh,India,Suresh Reddy,2025-05-20,1.16,36939.0,Diploma,Travel_Frequently,19,4.0,3,5.0,,,,,True
1190,Priya Saxena,Female,Research & Development,Research Scientist,Chennai,Tamil Nadu,India,Sanjay Singh,2010-02-11,16.43,72514.0,Phd,Non-Travel,12,4.0,4,3.0,,,,,True
1191,Gaurav Verma,Male,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,Ritu Nair,2011-08-23,14.9,53767.0,High School,Travel_Rarely,32,2.0,3,1.0,Present,1.5,,,True
1192,Gaurav Tiwari,Male,IT,IT Manager,Jaipur,Rajasthan,India,Sanjay Yadav,2013-10-13,12.76,90000.0,Master'S,Travel_Rarely,23,,5,5.0,Present,1.5,,,True
1193,Amit Kumar,Male,Marketing,Content Strategist,Lucknow,Uttar Pradesh,India,Nisha Singh,2024-01-21,2.49,53419.0,Bachelor'S,Travel_Frequently,31,4.0,1,2.0,,,,,True
1194,Kavya Kapoor,Female,Human Resources,HR Executive,Lucknow,Uttar Pradesh,India,Amit Tiwari,2015-05-11,11.19,48797.0,Diploma,Travel_Rarely,3,,4,5.0,,,,,True
1195,Sneha Verma,Female,Marketing,Content Strategist,Lucknow,Uttar Pradesh,India,Preeti Mehta,2020-07-14,6.01,58377.0,Phd,Travel_Frequently,12,4.0,5,2.0,Leave,2.0,,,True
1196,Siddharth Nair,Male,Operations,Operations Executive,Chennai,Tamil Nadu,India,Suresh Reddy,2019-02-07,7.44,54223.0,High School,Travel_Frequently,18,5.0,1,4.0,,,,,True
1197,Rahul Malhotra,Male,IT,Software Engineer,Jaipur,Rajasthan,India,Sneha Gupta,2025-02-22,1.4,60000.0,Phd,Travel_Frequently,10,3.0,4,,P,0.0,,,True
1198,Sakshi Tiwari,Female,Sales,Territory Manager,Bangalore,Karnataka,India,Pooja Singh,2014-11-10,11.69,63740.0,Diploma,Travel_Frequently,33,3.0,4,1.0,,,,,True
1199,Sakshi Tiwari,Female,Human Resources,HR Business Partner,Lucknow,Uttar Pradesh,India,Ritu Nair,2012-06-08,14.11,63613.0,Phd,Travel_Frequently,33,3.0,5,3.0,Present,1.5,,,True
1200,Manish Agarwal,Male,Operations,Operations Executive,Chennai,Tamil Nadu,India,Deepak Rao,2021-11-19,4.66,37821.0,Phd,Travel_Rarely,9,1.0,1,2.0,,,,,True
1201,Sanjay Yadav,Male,Operations,Operations Executive,Chennai,Tamil Nadu,India,Shreya Chopra,2010-02-28,16.39,65000.0,Bachelor'S,Travel_Frequently,28,4.0,5,4.0,,,,,True
1202,Riya Malhotra,Female,Customer Support,Support Executive,Noida,Uttar Pradesh,India,Riya Singh,2022-07-17,4.01,45465.0,Diploma,Travel_Frequently,11,3.0,5,3.0,,,,,True
1203,Karan Chopra,Male,Sales,Sales Executive,Bangalore,Karnataka,India,Sneha Gupta,2013-04-05,13.29,70000.0,Phd,Travel_Rarely,46,1.0,4,2.0,Present,2.0,,,True
1204,Nikhil Kapoor,Male,Sales,Sales Manager,Bangalore,Karnataka,India,Kavya Bansal,2021-08-15,4.93,60790.0,High School,Non-Travel,18,4.0,1,4.0,Present,0.0,,,True
1205,Siddharth Sharma,Male,Human Resources,Recruiter,Lucknow,Uttar Pradesh,India,Vivaan Verma,2022-07-17,4.01,36958.0,Bachelor'S,Travel_Rarely,33,2.0,5,2.0,,,,,True
1206,Siddharth Nair,Male,Finance,Auditor,Mumbai,Maharashtra,India,Preeti Mehta,2022-08-19,4.19,53341.0,High School,Travel_Frequently,51,,3,3.0,Present,0.0,2026-10-29,Career Growth,False
1207,Kavita Joshi,Female,Sales,Territory Manager,Bangalore,Karnataka,India,Amit Tiwari,2016-06-11,8.52,64251.0,Bachelor'S,Travel_Frequently,44,2.0,2,,,,2024-12-17,Not Specified,False
1208,Rahul Nair,Male,Marketing,Marketing Manager,Lucknow,Uttar Pradesh,India,,2015-08-08,7.7,68507.0,Phd,Travel_Rarely,24,1.0,2,,Present,0.0,2023-04-20,Better Opportunity,False
1209,Swati Patel,Female,Finance,Auditor,Mumbai,Maharashtra,India,Rohan Kapoor,2022-12-08,3.61,64508.0,Master'S,Travel_Frequently,34,5.0,3,4.0,,,,,True
1210,Anil Tiwari,Male,Human Resources,Recruiter,Lucknow,Uttar Pradesh,India,Preeti Saxena,2022-04-21,4.24,67000.0,Bachelor'S,Travel_Rarely,29,2.0,4,3.0,Leave,3.0,,,True
1211,Aditya Nair,Male,Marketing,Seo Specialist,Lucknow,Uttar Pradesh,India,Riya Kapoor,2014-05-26,9.55,70768.0,Master'S,Travel_Rarely,36,1.0,4,3.0,Present,0.0,2023-12-12,Retirement,False
1212,Aarav Reddy,Male,Finance,Auditor,Mumbai,Maharashtra,India,,2024-02-16,2.42,67684.0,High School,Travel_Frequently,39,1.0,4,2.0,Present,0.0,,,True
1213,Sanjay Joshi,Male,IT,Qa Engineer,Jaipur,Rajasthan,India,Sanjay Singh,2020-01-10,4.8,82388.0,Phd,Travel_Rarely,55,5.0,1,4.0,Present,1.0,2024-10-29,Not Specified,False
1214,Anjali Rao,Female,Finance,Auditor,Mumbai,Maharashtra,India,,2019-12-24,6.57,70037.0,Diploma,Travel_Frequently,45,3.0,2,2.0,Present,2.0,,,True
1215,Vivaan Bansal,Male,Sales,Sales Executive,Bangalore,Karnataka,India,Ashok Tiwari,2018-11-27,7.64,53914.0,Master'S,Non-Travel,34,2.0,1,2.0,Present,0.0,,,True
1216,Swati Kapoor,Female,Finance,Auditor,Mumbai,Maharashtra,India,Sanjay Agarwal,2025-08-24,0.75,62390.0,Bachelor'S,Travel_Frequently,15,4.0,4,5.0,Present,3.0,2026-05-24,Not Specified,False
1217,Kavya Rao,Female,Sales,Sales Executive,Bangalore,Karnataka,India,Ananya Reddy,2013-01-21,13.49,59032.0,Diploma,Travel_Frequently,24,5.0,5,1.0,,,,,True
1218,Karan Chopra,Male,Operations,Operations Executive,Chennai,Tamil Nadu,India,Suresh Malhotra,2024-01-10,2.52,41857.0,Master'S,Non-Travel,12,4.0,3,4.0,Present,2.0,,,True
1219,Divya Yadav,Female,Customer Support,Support Executive,Noida,Uttar Pradesh,India,Shreya Malhotra,2010-06-08,16.11,55269.0,High School,Non-Travel,22,4.0,4,1.0,Present,3.0,,,True
1220,Nisha Verma,Female,IT,Software Engineer,Jaipur,Rajasthan,India,Riya Singh,2013-04-11,13.27,85541.0,Diploma,Travel_Rarely,16,4.0,4,5.0,Present,1.0,,,True
1221,Siddharth Reddy,Male,Customer Support,Support Team Lead,Noida,Uttar Pradesh,India,Vikram Nair,2016-12-31,9.55,60000.0,Bachelor'S,Travel_Frequently,14,3.0,4,2.0,Present,2.0,,,True
1222,Karan Nair,Male,Human Resources,HR Manager,Lucknow,Uttar Pradesh,India,Ritu Nair,2010-12-11,15.6,50449.0,Bachelor'S,Non-Travel,23,1.0,3,2.0,,,,,True
1223,Nikhil Iyer,Male,IT,IT Manager,Jaipur,Rajasthan,India,Ashok Tiwari,2019-11-03,6.71,79623.0,Phd,Non-Travel,37,2.0,2,3.0,Present,1.0,,,True
1224,Sakshi Saxena,Female,Research & Development,Research Scientist,Chennai,Tamil Nadu,India,Divya Saxena,2013-06-23,13.07,66684.0,Phd,Travel_Frequently,16,1.0,3,1.0,Present,1.0,,,True
1225,Riya Agarwal,Female,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,Kavya Bansal,2023-10-02,2.8,35387.0,High School,Non-Travel,32,4.0,2,4.0,Present,0.0,,,True
1226,Swati Agarwal,Female,Finance,Financial Analyst,Mumbai,Maharashtra,India,Preeti Sharma,2014-12-14,11.59,80000.0,Bachelor'S,Travel_Frequently,27,5.0,5,5.0,Present,0.0,,,True
1227,Ritu Verma,Female,Human Resources,HR Executive,Lucknow,Uttar Pradesh,India,Nisha Singh,2021-08-26,4.9,49829.0,Phd,Travel_Frequently,7,1.0,2,4.0,Present,0.0,,,True
1228,Pooja Patel,Female,Research & Development,Data Scientist,Chennai,Tamil Nadu,India,Preeti Saxena,2017-07-27,8.98,64820.0,Master'S,Travel_Frequently,21,,3,5.0,,,,,True
1229,Meera Kapoor,Female,Customer Support,Support Team Lead,Noida,Uttar Pradesh,India,Sneha Kumar,2010-10-11,15.77,52915.0,High School,Travel_Frequently,33,5.0,5,1.0,,,,,True
1230,Deepak Joshi,Male,Research & Development,Lab Technician,Chennai,Tamil Nadu,India,Aditya Verma,2018-03-27,8.31,77880.0,Bachelor'S,Non-Travel,32,5.0,1,3.0,Present,0.0,,,True
1231,Ashok Rao,Male,Sales,Sales Associate,Bangalore,Karnataka,India,Kavya Bansal,2011-04-04,14.52,62076.0,Phd,Travel_Frequently,50,3.0,1,1.0,Present,1.0,2025-10-12,Career Growth,False
1232,Preeti Tiwari,Female,Research & Development,R&D Manager,Chennai,Tamil Nadu,India,Suresh Saxena,2025-08-26,0.9,63042.0,Bachelor'S,Non-Travel,9,4.0,2,2.0,Present,2.0,,,True
1233,Divya Gupta,Female,Operations,Logistics Coordinator,Chennai,Tamil Nadu,India,Suresh Malhotra,2013-01-09,12.61,60628.0,Master'S,Travel_Frequently,37,2.0,2,,Present,2.0,2025-08-19,Personal Reasons,False
1234,Riya Mehta,Female,IT,Software Engineer,Jaipur,Rajasthan,India,Vikram Nair,2016-11-02,9.71,74326.0,Bachelor'S,Travel_Frequently,55,2.0,2,,,,,,True
1235,Sanjay Sharma,Male,IT,Software Engineer,Jaipur,Rajasthan,India,Aditya Verma,2020-02-04,6.45,90000.0,Diploma,Travel_Rarely,38,2.0,2,5.0,Present,3.0,,,True
1236,Sanjay Reddy,Male,Finance,Financial Analyst,Mumbai,Maharashtra,India,,2024-09-07,1.86,62832.0,Master'S,Travel_Rarely,33,2.0,3,3.0,Present,0.0,,,True
1237,Karan Reddy,Male,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,Kavya Kapoor,2010-06-26,16.06,42876.0,Bachelor'S,Travel_Frequently,18,5.0,4,1.0,,,,,True
1238,Varun Nair,Male,Marketing,Marketing Manager,Lucknow,Uttar Pradesh,India,Amit Tiwari,2018-10-24,7.73,61068.0,Diploma,Travel_Rarely,39,2.0,2,1.0,Present,0.0,,,True
1239,Gaurav Saxena,Male,Marketing,Marketing Manager,Lucknow,Uttar Pradesh,India,Aditya Verma,2025-06-11,1.1,44328.0,High School,Travel_Rarely,54,5.0,2,3.0,,,,,True
1240,Kavita Rao,Female,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,Ananya Reddy,2024-04-14,2.26,45181.0,Phd,Non-Travel,39,4.0,1,3.0,,,,,True
1241,Kavya Agarwal,Female,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,,2018-05-22,8.16,40873.0,Bachelor'S,Non-Travel,48,4.0,4,3.0,Present,2.0,,,True
1242,Deepak Yadav,Male,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,Shreya Mehta,2020-04-06,6.28,43480.0,Phd,Travel_Frequently,34,3.0,2,3.0,,,,,True
1243,Deepak Kapoor,Male,Sales,Sales Manager,Bangalore,Karnataka,India,Sanjay Yadav,2022-01-24,4.48,55734.0,Bachelor'S,Travel_Rarely,11,3.0,2,2.0,,,,,True
1244,Deepak Kapoor,Male,Human Resources,HR Executive,Lucknow,Uttar Pradesh,India,Vikram Nair,2023-02-17,1.93,54021.0,Master'S,Travel_Rarely,21,1.0,5,5.0,,,2025-01-23,Career Growth,False
1245,Vivaan Singh,Male,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,Rahul Chopra,2011-11-30,10.67,47330.0,Bachelor'S,Travel_Frequently,10,1.0,1,2.0,,,2022-07-31,Not Specified,False
1246,Manish Rao,Male,Finance,Auditor,Mumbai,Maharashtra,India,Nisha Agarwal,2024-01-19,2.5,56039.0,Master'S,Non-Travel,39,,1,2.0,,,,,True
1247,Nisha Malhotra,Female,Customer Support,Support Executive,Noida,Uttar Pradesh,India,Kavya Bansal,2023-06-18,3.09,60000.0,Bachelor'S,Non-Travel,55,2.0,5,1.0,,,,,True
1248,Neha Verma,Female,Human Resources,HR Manager,Lucknow,Uttar Pradesh,India,Kavya Iyer,2025-01-27,1.47,38951.0,High School,Travel_Rarely,24,4.0,1,5.0,,,,,True
1249,Sanjay Bansal,Male,Research & Development,Research Scientist,Chennai,Tamil Nadu,India,Vikram Bansal,2016-02-27,10.39,85000.0,Master'S,Travel_Frequently,19,4.0,4,5.0,Work From Home,0.0,,,True
1250,Kavya Yadav,Female,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,,2024-03-04,2.37,41769.0,High School,Travel_Frequently,27,1.0,1,5.0,,,,,True
1251,Rohan Reddy,Male,Finance,Finance Manager,Mumbai,Maharashtra,India,Amit Tiwari,2011-07-10,15.03,67433.0,Phd,Non-Travel,13,4.0,1,4.0,,,,,True
1252,Ananya Kumar,Female,Customer Support,Support Executive,Noida,Uttar Pradesh,India,Amit Tiwari,2020-05-01,6.21,51638.0,Bachelor'S,Travel_Frequently,2,2.0,2,,,,,,True
1253,Neha Kumar,Female,Finance,Financial Analyst,Mumbai,Maharashtra,India,Sneha Kumar,2018-06-01,8.13,80000.0,High School,Travel_Rarely,6,2.0,4,3.0,Present,1.0,,,True
1254,Riya Agarwal,Female,Finance,Accountant,Mumbai,Maharashtra,India,Preeti Kapoor,2018-05-24,8.15,75465.0,Master'S,Travel_Rarely,50,5.0,1,3.0,,,,,True
1255,Arjun Verma,Male,Customer Support,Support Team Lead,Noida,Uttar Pradesh,India,Sanjay Agarwal,2021-09-19,1.49,30061.0,High School,Travel_Rarely,41,4.0,5,1.0,,,2023-03-18,Retirement,False
1256,Preeti Mehta,Female,Customer Support,Customer Success Manager,Noida,Uttar Pradesh,India,Rajesh Iyer,2016-02-12,10.43,46750.0,Bachelor'S,Non-Travel,11,3.0,2,2.0,Leave,0.0,,,True
1257,Ananya Kumar,Female,Sales,Sales Associate,Bangalore,Karnataka,India,Nisha Malhotra,2011-02-18,15.41,70000.0,Phd,Travel_Rarely,22,3.0,3,2.0,Work From Home,1.0,,,True
1258,Deepak Tiwari,Male,Research & Development,Research Scientist,Chennai,Tamil Nadu,India,Ashok Nair,2025-09-01,0.88,55624.0,Phd,Travel_Rarely,26,3.0,1,1.0,Present,1.0,,,True
1259,Nisha Bansal,Female,Sales,Sales Executive,Bangalore,Karnataka,India,Gaurav Iyer,2012-07-13,14.02,69554.0,Bachelor'S,Travel_Frequently,5,2.0,1,1.0,Present,0.0,,,True
1260,Sneha Yadav,Female,Marketing,Marketing Manager,Lucknow,Uttar Pradesh,India,Amit Patel,2018-08-11,7.94,66077.0,Diploma,Travel_Frequently,46,3.0,5,1.0,,,,,True
1261,Anjali Saxena,Female,Human Resources,HR Manager,Lucknow,Uttar Pradesh,India,Amit Patel,2019-02-07,7.44,45725.0,Diploma,Travel_Frequently,52,1.0,4,1.0,,,,,True
1262,Sunita Yadav,Female,Customer Support,Support Executive,Noida,Uttar Pradesh,India,Vikram Bansal,2025-04-14,1.26,36385.0,Phd,Travel_Frequently,33,3.0,5,2.0,Present,0.0,,,True
1263,Preeti Verma,Female,Sales,Territory Manager,Bangalore,Karnataka,India,Amit Patel,2016-04-30,9.59,37000.0,Diploma,Non-Travel,13,5.0,1,2.0,,,2025-11-30,Health Reasons,False
1264,Kavya Rao,Female,Research & Development,Lab Technician,Chennai,Tamil Nadu,India,Sanjay Singh,2011-08-11,14.94,74193.0,Master'S,Travel_Rarely,40,2.0,2,4.0,Work From Home,1.0,,,True
1265,Sunita Joshi,Female,Marketing,Marketing Manager,Lucknow,Uttar Pradesh,India,,2023-07-24,3.11,73000.0,High School,Travel_Rarely,46,1.0,2,3.0,Present,1.0,2026-09-02,Better Opportunity,False
1266,Vikram Agarwal,Male,Finance,Auditor,Mumbai,Maharashtra,India,Rajesh Iyer,2011-10-03,14.79,67188.0,Phd,Travel_Frequently,4,3.0,5,1.0,,,,,True
1267,Ritu Bansal,Female,IT,Qa Engineer,Jaipur,Rajasthan,India,Shreya Chopra,2016-08-10,9.94,90000.0,Diploma,Non-Travel,43,5.0,4,3.0,,,,,True
1268,Swati Gupta,Female,Research & Development,Research Scientist,Chennai,Tamil Nadu,India,Shreya Malhotra,2016-03-26,10.31,64006.0,Master'S,Non-Travel,17,3.0,5,4.0,Present,1.5,,,True
1269,Rajesh Gupta,Male,Research & Development,Lab Technician,Chennai,Tamil Nadu,India,Rahul Chopra,2021-02-14,5.42,64587.0,High School,Non-Travel,4,4.0,3,3.0,Leave,3.0,,,True
1270,Anil Chopra,Male,Customer Support,Support Team Lead,Noida,Uttar Pradesh,India,Suresh Rao,2021-11-24,1.0,47215.0,Phd,Travel_Rarely,40,,2,4.0,Present,0.0,2022-11-23,Not Specified,False
1271,Pooja Nair,Female,Operations,Logistics Coordinator,Chennai,Tamil Nadu,India,Nisha Sharma,2015-06-04,11.12,65000.0,High School,Travel_Rarely,7,1.0,1,5.0,Present,0.0,,,True
1272,Divya Reddy,Female,Sales,Sales Executive,Bangalore,Karnataka,India,Nisha Agarwal,2012-01-24,14.48,55219.0,Phd,Travel_Rarely,43,4.0,2,,,,,,True
1273,Aditya Patel,Male,Finance,Finance Manager,Mumbai,Maharashtra,India,Rahul Chopra,2024-10-24,1.73,66873.0,High School,Non-Travel,25,5.0,2,1.0,,,,,True
