employee_id,employee_name,gender,hire_date,salary,education_level,business_travel,distance_from_home_km,job_title,department_name,city,state,country,manager_name
1183,Ananya Chopra,Female,2022-05-21,37646.0,Bachelor'S,Travel_Frequently,48,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Priya Chopra
1184,Nisha Patel,Female,2021-07-11,53363.0,Diploma,Non-Travel,21,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Ritu Rao
1185,Swati Tiwari,Female,2025-11-15,64190.0,Diploma,Travel_Rarely,24,Software Engineer,IT,Jaipur,Rajasthan,India,Suresh Reddy
1186,Preeti Sharma,Female,2024-05-28,50892.0,Bachelor'S,Travel_Frequently,53,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Shreya Kapoor
1187,Ananya Rao,Female,2011-11-06,73000.0,Master'S,Non-Travel,35,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Amit Patel
1188,Neha Kumar,Female,2017-06-10,58052.0,Master'S,Travel_Rarely,2,Sales Associate,Sales,Bangalore,Karnataka,India,Nisha Malhotra
1189,Gaurav Verma,Male,2025-05-20,36939.0,Diploma,Travel_Frequently,19,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Suresh Reddy
1190,Priya Saxena,Female,2010-02-11,72514.0,Phd,Non-Travel,12,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Sanjay Singh
1191,Gaurav Verma,Male,2011-08-23,53767.0,High School,Travel_Rarely,32,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Ritu Nair
1192,Gaurav Tiwari,Male,2013-10-13,90000.0,Master'S,Travel_Rarely,23,IT Manager,IT,Jaipur,Rajasthan,India,Sanjay Yadav
1193,Amit Kumar,Male,2024-01-21,53419.0,Bachelor'S,Travel_Frequently,31,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Nisha Singh
1194,Kavya Kapoor,Female,2015-05-11,48797.0,Diploma,Travel_Rarely,3,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Amit Tiwari
1195,Sneha Verma,Female,2020-07-14,58377.0,Phd,Travel_Frequently,12,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Preeti Mehta
1196,Siddharth Nair,Male,2019-02-07,54223.0,High School,Travel_Frequently,18,Operations Executive,Operations,Chennai,Tamil Nadu,India,Suresh Reddy
1197,Rahul Malhotra,Male,2025-02-22,60000.0,Phd,Travel_Frequently,10,Software Engineer,IT,Jaipur,Rajasthan,India,Sneha Gupta
1198,Sakshi Tiwari,Female,2014-11-10,63740.0,Diploma,Travel_Frequently,33,Territory Manager,Sales,Bangalore,Karnataka,India,Pooja Singh
1199,Sakshi Tiwari,Female,2012-06-08,63613.0,Phd,Travel_Frequently,33,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Ritu Nair
1200,Manish Agarwal,Male,2021-11-19,37821.0,Phd,Travel_Rarely,9,Operations Executive,Operations,Chennai,Tamil Nadu,India,Deepak Rao
1201,Sanjay Yadav,Male,2010-02-28,65000.0,Bachelor'S,Travel_Frequently,28,Operations Executive,Operations,Chennai,Tamil Nadu,India,Shreya Chopra
1202,Riya Malhotra,Female,2022-07-17,45465.0,Diploma,Travel_Frequently,11,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Riya Singh
1203,Karan Chopra,Male,2013-04-05,70000.0,Phd,Travel_Rarely,46,Sales Executive,Sales,Bangalore,Karnataka,India,Sneha Gupta
1204,Nikhil Kapoor,Male,2021-08-15,60790.0,High School,Non-Travel,18,Sales Manager,Sales,Bangalore,Karnataka,India,Kavya Bansal
1205,Siddharth Sharma,Male,2022-07-17,36958.0,Bachelor'S,Travel_Rarely,33,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Vivaan Verma
1206,Siddharth Nair,Male,2022-08-19,53341.0,High School,Travel_Frequently,51,Auditor,Finance,Mumbai,Maharashtra,India,Preeti Mehta
1207,Kavita Joshi,Female,2016-06-11,64251.0,Bachelor'S,Travel_Frequently,44,Territory Manager,Sales,Bangalore,Karnataka,India,Amit Tiwari
1208,Rahul Nair,Male,2015-08-08,68507.0,Phd,Travel_Rarely,24,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,
1209,Swati Patel,Female,2022-12-08,64508.0,Master'S,Travel_Frequently,34,Auditor,Finance,Mumbai,Maharashtra,India,Rohan Kapoor
1210,Anil Tiwari,Male,2022-04-21,67000.0,Bachelor'S,Travel_Rarely,29,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Preeti Saxena
1211,Aditya Nair,Male,2014-05-26,70768.0,Master'S,Travel_Rarely,36,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Riya Kapoor
1212,Aarav Reddy,Male,2024-02-16,67684.0,High School,Travel_Frequently,39,Auditor,Finance,Mumbai,Maharashtra,India,
1213,Sanjay Joshi,Male,2020-01-10,82388.0,Phd,Travel_Rarely,55,Qa Engineer,IT,Jaipur,Rajasthan,India,Sanjay Singh
1214,Anjali Rao,Female,2019-12-24,70037.0,Diploma,Travel_Frequently,45,Auditor,Finance,Mumbai,Maharashtra,India,
1215,Vivaan Bansal,Male,2018-11-27,53914.0,Master'S,Non-Travel,34,Sales Executive,Sales,Bangalore,Karnataka,India,Ashok Tiwari
1216,Swati Kapoor,Female,2025-08-24,62390.0,Bachelor'S,Travel_Frequently,15,Auditor,Finance,Mumbai,Maharashtra,India,Sanjay Agarwal
1217,Kavya Rao,Female,2013-01-21,59032.0,Diploma,Travel_Frequently,24,Sales Executive,Sales,Bangalore,Karnataka,India,Ananya Reddy
1218,Karan Chopra,Male,2024-01-10,41857.0,Master'S,Non-Travel,12,Operations Executive,Operations,Chennai,Tamil Nadu,India,Suresh Malhotra
1219,Divya Yadav,Female,2010-06-08,55269.0,High School,Non-Travel,22,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Shreya Malhotra
1220,Nisha Verma,Female,2013-04-11,85541.0,Diploma,Travel_Rarely,16,Software Engineer,IT,Jaipur,Rajasthan,India,Riya Singh
1221,Siddharth Reddy,Male,2016-12-31,60000.0,Bachelor'S,Travel_Frequently,14,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Vikram Nair
1222,Karan Nair,Male,2010-12-11,50449.0,Bachelor'S,Non-Travel,23,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Ritu Nair
1223,Nikhil Iyer,Male,2019-11-03,79623.0,Phd,Non-Travel,37,IT Manager,IT,Jaipur,Rajasthan,India,Ashok Tiwari
1224,Sakshi Saxena,Female,2013-06-23,66684.0,Phd,Travel_Frequently,16,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Divya Saxena
1225,Riya Agarwal,Female,2023-10-02,35387.0,High School,Non-Travel,32,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Kavya Bansal
1226,Swati Agarwal,Female,2014-12-14,80000.0,Bachelor'S,Travel_Frequently,27,Financial Analyst,Finance,Mumbai,Maharashtra,India,Preeti Sharma
1227,Ritu Verma,Female,2021-08-26,49829.0,Phd,Travel_Frequently,7,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Nisha Singh
1228,Pooja Patel,Female,2017-07-27,64820.0,Master'S,Travel_Frequently,21,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Preeti Saxena
1229,Meera Kapoor,Female,2010-10-11,52915.0,High School,Travel_Frequently,33,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Sneha Kumar
1230,Deepak Joshi,Male,2018-03-27,77880.0,Bachelor'S,Non-Travel,32,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,Aditya Verma
1231,Ashok Rao,Male,2011-04-04,62076.0,Phd,Travel_Frequently,50,Sales Associate,Sales,Bangalore,Karnataka,India,Kavya Bansal
1232,Preeti Tiwari,Female,2025-08-26,63042.0,Bachelor'S,Non-Travel,9,R&D Manager,Research & Development,Chennai,Tamil Nadu,India,Suresh Saxena
1233,Divya Gupta,Female,2013-01-09,60628.0,Master'S,Travel_Frequently,37,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Suresh Malhotra
1234,Riya Mehta,Female,2016-11-02,74326.0,Bachelor'S,Travel_Frequently,55,Software Engineer,IT,Jaipur,Rajasthan,India,Vikram Nair
1235,Sanjay Sharma,Male,2020-02-04,90000.0,Diploma,Travel_Rarely,38,Software Engineer,IT,Jaipur,Rajasthan,India,Aditya Verma
1236,Sanjay Reddy,Male,2024-09-07,62832.0,Master'S,Travel_Rarely,33,Financial Analyst,Finance,Mumbai,Maharashtra,India,
1237,Karan Reddy,Male,2010-06-26,42876.0,Bachelor'S,Travel_Frequently,18,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Kavya Kapoor
1238,Varun Nair,Male,2018-10-24,61068.0,Diploma,Travel_Rarely,39,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Amit Tiwari
1239,Gaurav Saxena,Male,2025-06-11,44328.0,High School,Travel_Rarely,54,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Aditya Verma
1240,Kavita Rao,Female,2024-04-14,45181.0,Phd,Non-Travel,39,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Ananya Reddy
1241,Kavya Agarwal,Female,2018-05-22,40873.0,Bachelor'S,Non-Travel,48,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,
1242,Deepak Yadav,Male,2020-04-06,43480.0,Phd,Travel_Frequently,34,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Shreya Mehta
1243,Deepak Kapoor,Male,2022-01-24,55734.0,Bachelor'S,Travel_Rarely,11,Sales Manager,Sales,Bangalore,Karnataka,India,Sanjay Yadav
1244,Deepak Kapoor,Male,2023-02-17,54021.0,Master'S,Travel_Rarely,21,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Vikram Nair
1245,Vivaan Singh,Male,2011-11-30,47330.0,Bachelor'S,Travel_Frequently,10,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Rahul Chopra
1246,Manish Rao,Male,2024-01-19,56039.0,Master'S,Non-Travel,39,Auditor,Finance,Mumbai,Maharashtra,India,Nisha Agarwal
1247,Nisha Malhotra,Female,2023-06-18,60000.0,Bachelor'S,Non-Travel,55,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Kavya Bansal
1248,Neha Verma,Female,2025-01-27,38951.0,High School,Travel_Rarely,24,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Kavya Iyer
1249,Sanjay Bansal,Male,2016-02-27,85000.0,Master'S,Travel_Frequently,19,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Vikram Bansal
1250,Kavya Yadav,Female,2024-03-04,41769.0,High School,Travel_Frequently,27,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,
1251,Rohan Reddy,Male,2011-07-10,67433.0,Phd,Non-Travel,13,Finance Manager,Finance,Mumbai,Maharashtra,India,Amit Tiwari
1252,Ananya Kumar,Female,2020-05-01,51638.0,Bachelor'S,Travel_Frequently,2,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Amit Tiwari
1253,Neha Kumar,Female,2018-06-01,80000.0,High School,Travel_Rarely,6,Financial Analyst,Finance,Mumbai,Maharashtra,India,Sneha Kumar
1254,Riya Agarwal,Female,2018-05-24,75465.0,Master'S,Travel_Rarely,50,Accountant,Finance,Mumbai,Maharashtra,India,Preeti Kapoor
1255,Arjun Verma,Male,2021-09-19,30061.0,High School,Travel_Rarely,41,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Sanjay Agarwal
1256,Preeti Mehta,Female,2016-02-12,46750.0,Bachelor'S,Non-Travel,11,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Rajesh Iyer
1257,Ananya Kumar,Female,2011-02-18,70000.0,Phd,Travel_Rarely,22,Sales Associate,Sales,Bangalore,Karnataka,India,Nisha Malhotra
1258,Deepak Tiwari,Male,2025-09-01,55624.0,Phd,Travel_Rarely,26,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Ashok Nair
1259,Nisha Bansal,Female,2012-07-13,69554.0,Bachelor'S,Travel_Frequently,5,Sales Executive,Sales,Bangalore,Karnataka,India,Gaurav Iyer
1260,Sneha Yadav,Female,2018-08-11,66077.0,Diploma,Travel_Frequently,46,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Amit Patel
1261,Anjali Saxena,Female,2019-02-07,45725.0,Diploma,Travel_Frequently,52,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Amit Patel
1262,Sunita Yadav,Female,2025-04-14,36385.0,Phd,Travel_Frequently,33,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Vikram Bansal
1263,Preeti Verma,Female,2016-04-30,37000.0,Diploma,Non-Travel,13,Territory Manager,Sales,Bangalore,Karnataka,India,Amit Patel
1264,Kavya Rao,Female,2011-08-11,74193.0,Master'S,Travel_Rarely,40,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,Sanjay Singh
1265,Sunita Joshi,Female,2023-07-24,73000.0,High School,Travel_Rarely,46,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,
1266,Vikram Agarwal,Male,2011-10-03,67188.0,Phd,Travel_Frequently,4,Auditor,Finance,Mumbai,Maharashtra,India,Rajesh Iyer
1267,Ritu Bansal,Female,2016-08-10,90000.0,Diploma,Non-Travel,43,Qa Engineer,IT,Jaipur,Rajasthan,India,Shreya Chopra
1268,Swati Gupta,Female,2016-03-26,64006.0,Master'S,Non-Travel,17,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Shreya Malhotra
1269,Rajesh Gupta,Male,2021-02-14,64587.0,High School,Non-Travel,4,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,Rahul Chopra
1270,Anil Chopra,Male,2021-11-24,47215.0,Phd,Travel_Rarely,40,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Suresh Rao
1271,Pooja Nair,Female,2015-06-04,65000.0,High School,Travel_Rarely,7,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Nisha Sharma
1272,Divya Reddy,Female,2012-01-24,55219.0,Phd,Travel_Rarely,43,Sales Executive,Sales,Bangalore,Karnataka,India,Nisha Agarwal
1273,Aditya Patel,Male,2024-10-24,66873.0,High School,Non-Travel,25,Finance Manager,Finance,Mumbai,Maharashtra,India,Rahul Chopra
1274,Isha Kapoor,Female,2018-10-22,53666.0,High School,Travel_Frequently,17,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Suresh Patel
1275,Aarav Chopra,Male,2017-05-25,60849.0,High School,Non-Travel,1,Accountant,Finance,Mumbai,Maharashtra,India,Rajesh Iyer
1276,Gaurav Saxena,Male,2016-10-16,83306.0,Bachelor'S,Non-Travel,36,IT Manager,IT,Jaipur,Rajasthan,India,Pooja Singh
1277,Pooja Joshi,Female,2019-10-28,46652.0,Master'S,Non-Travel,22,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Nisha Sharma
1278,Arjun Agarwal,Male,2013-05-05,49985.0,High School,Travel_Frequently,4,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Sneha Gupta
1279,Gaurav Gupta,Male,2014-07-19,60537.0,Diploma,Travel_Frequently,12,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Nisha Sharma
1280,Isha Joshi,Female,2023-01-20,62128.0,Diploma,Travel_Frequently,42,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Vivaan Verma
1281,Kavya Reddy,Female,2020-02-07,70549.0,Bachelor'S,Travel_Rarely,1,R&D Manager,Research & Development,Chennai,Tamil Nadu,India,Vikram Bansal
1282,Ashok Joshi,Male,2024-01-19,57012.0,High School,Travel_Frequently,24,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Ritu Rao
1283,Ananya Singh,Female,2010-08-27,70000.0,Bachelor'S,Non-Travel,21,Sales Manager,Sales,Bangalore,Karnataka,India,Ashok Nair
1284,Anil Iyer,Male,2019-10-11,42227.0,Diploma,Non-Travel,3,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Suresh Malhotra
1285,Nisha Malhotra,Female,2016-08-14,85000.0,Phd,Non-Travel,38,R&D Manager,Research & Development,Chennai,Tamil Nadu,India,Nisha Agarwal
1286,Sneha Iyer,Female,2014-12-27,66701.0,Phd,Travel_Rarely,52,Qa Engineer,IT,Jaipur,Rajasthan,India,Suresh Saxena
1287,Vivaan Saxena,Male,2012-12-23,64119.0,Phd,Non-Travel,30,Sales Associate,Sales,Bangalore,Karnataka,India,Nisha Agarwal
1288,Suresh Kapoor,Male,2025-06-29,51255.0,High School,Travel_Rarely,48,Sales Executive,Sales,Bangalore,Karnataka,India,Sanjay Joshi
1289,Ananya Singh,Female,2018-03-14,54745.0,Master'S,Travel_Frequently,14,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Riya Singh
1290,Ritu Malhotra,Female,2018-05-13,62269.0,Phd,Travel_Frequently,45,Financial Analyst,Finance,Mumbai,Maharashtra,India,Nisha Malhotra
1291,Neha Gupta,Female,2012-06-14,59458.0,Phd,Travel_Rarely,23,Operations Manager,Operations,Chennai,Tamil Nadu,India,Sanjay Joshi
1292,Vivaan Sharma,Male,2022-12-24,49377.0,Bachelor'S,Travel_Rarely,15,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Sneha Gupta
1293,Vikram Joshi,Male,2023-11-16,54263.0,Diploma,Non-Travel,21,Auditor,Finance,Mumbai,Maharashtra,India,Rahul Chopra
1294,Varun Verma,Male,2018-05-13,84047.0,Bachelor'S,Non-Travel,48,IT Manager,IT,Jaipur,Rajasthan,India,Ritu Rao
1295,Swati Rao,Female,2025-06-16,64458.0,Phd,Travel_Frequently,34,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Preeti Sharma
1296,Vivaan Saxena,Male,2011-12-17,51319.0,Master'S,Travel_Rarely,24,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Shreya Malhotra
1297,Preeti Gupta,Female,2019-04-28,66009.0,Diploma,Travel_Rarely,31,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Vikram Bansal
1298,Neha Sharma,Female,2013-12-03,61374.0,Bachelor'S,Travel_Rarely,32,Operations Manager,Operations,Chennai,Tamil Nadu,India,Rohan Joshi
1299,Vikram Nair,Male,2024-08-31,64293.0,Phd,Travel_Frequently,31,Auditor,Finance,Mumbai,Maharashtra,India,Suresh Patel
1300,Pooja Joshi,Female,2023-01-17,55260.0,High School,Travel_Rarely,34,Territory Manager,Sales,Bangalore,Karnataka,India,Rahul Chopra
1301,Aditya Yadav,Male,2025-05-13,55110.0,Phd,Travel_Rarely,50,R&D Manager,Research & Development,Chennai,Tamil Nadu,India,
1302,Arjun Kumar,Male,2022-07-13,49514.0,High School,Non-Travel,2,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Suresh Rao
1303,Sakshi Agarwal,Female,2016-10-31,85526.0,Master'S,Non-Travel,2,System Admin,IT,Jaipur,Rajasthan,India,Vikram Bansal
1304,Aarav Agarwal,Male,2015-09-04,66169.0,Bachelor'S,Non-Travel,10,Sales Associate,Sales,Bangalore,Karnataka,India,Neha Mehta
1305,Meera Patel,Female,2022-12-20,53171.0,Diploma,Travel_Frequently,31,Marketing Executive,Marketing,Lucknow,Uttar Pradesh,India,Gaurav Iyer
1306,Karan Joshi,Male,2019-02-21,52022.0,High School,Travel_Rarely,8,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Kavya Iyer
1307,Sneha Saxena,Female,2011-07-25,65000.0,Phd,Non-Travel,10,Operations Manager,Operations,Chennai,Tamil Nadu,India,Nisha Malhotra
1308,Vivaan Joshi,Male,2023-05-06,48042.0,Master'S,Travel_Rarely,43,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Suresh Malhotra
1309,Kavya Kapoor,Female,2015-03-06,63411.0,Bachelor'S,Travel_Rarely,40,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Sanjay Joshi
1310,Nisha Reddy,Female,2021-04-28,61190.0,Master'S,Travel_Rarely,55,Auditor,Finance,Mumbai,Maharashtra,India,Riya Singh
1311,Isha Bansal,Female,2020-12-07,46650.0,High School,Travel_Rarely,32,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Amit Bansal
1312,Anjali Verma,Female,2018-03-21,66258.0,Diploma,Travel_Frequently,20,Sales Executive,Sales,Bangalore,Karnataka,India,Amit Patel
1313,Pooja Mehta,Female,2017-04-25,80427.0,Master'S,Travel_Rarely,21,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Sneha Kumar
1314,Rajesh Bansal,Male,2016-09-19,86228.0,Phd,Non-Travel,40,System Admin,IT,Jaipur,Rajasthan,India,Sanjay Agarwal
1315,Gaurav Mehta,Male,2021-11-29,72368.0,Diploma,Travel_Rarely,17,Financial Analyst,Finance,Mumbai,Maharashtra,India,Sneha Kumar
1316,Rohan Agarwal,Male,2024-10-27,62724.0,Phd,Travel_Frequently,13,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Ritu Rao
1317,Kavita Malhotra,Female,2014-07-26,88406.0,High School,Travel_Rarely,30,Software Engineer,IT,Jaipur,Rajasthan,India,Vikram Nair
1318,Arjun Patel,Male,2015-10-18,68623.0,High School,Travel_Frequently,20,Accountant,Finance,Mumbai,Maharashtra,India,
1319,Neha Chopra,Female,2022-10-22,68174.0,Phd,Travel_Rarely,22,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,Amit Patel
1320,Manish Reddy,Male,2014-10-20,76556.0,Master'S,Travel_Frequently,16,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Shreya Kapoor
1321,Swati Joshi,Female,2023-08-03,60185.0,Bachelor'S,Travel_Frequently,8,Financial Analyst,Finance,Mumbai,Maharashtra,India,Manish Kumar
1322,Anil Nair,Male,2015-04-13,76639.0,High School,Travel_Rarely,48,Financial Analyst,Finance,Mumbai,Maharashtra,India,Suresh Malhotra
1323,Karan Nair,Male,2025-08-05,36851.0,Bachelor'S,Non-Travel,8,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Sanjay Agarwal
1324,Ashok Malhotra,Male,2012-12-29,90000.0,Phd,Non-Travel,2,Qa Engineer,IT,Jaipur,Rajasthan,India,Manish Kumar
1325,Deepak Reddy,Male,2018-12-30,58253.0,Master'S,Non-Travel,15,Accountant,Finance,Mumbai,Maharashtra,India,Suresh Rao
1326,Shreya Bansal,Female,2014-11-01,47834.0,Phd,Non-Travel,24,Operations Executive,Operations,Chennai,Tamil Nadu,India,Amit Patel
1327,Kavya Mehta,Female,2025-11-21,50218.0,Phd,Non-Travel,17,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Ananya Reddy
1328,Kavya Saxena,Female,2013-10-23,70000.0,High School,Travel_Rarely,54,Sales Manager,Sales,Bangalore,Karnataka,India,Sneha Kumar
1329,Sakshi Nair,Female,2017-01-28,84175.0,High School,Non-Travel,3,Qa Engineer,IT,Jaipur,Rajasthan,India,Shreya Malhotra
1330,Nikhil Verma,Male,2022-07-31,45948.0,Diploma,Travel_Rarely,37,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Nisha Sharma
1331,Siddharth Tiwari,Male,2015-07-10,76418.0,Phd,Travel_Rarely,10,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Preeti Saxena
1332,Nisha Nair,Female,2024-09-19,40534.0,Bachelor'S,Non-Travel,48,Territory Manager,Sales,Bangalore,Karnataka,India,Preeti Sharma
1333,Divya Patel,Female,2010-06-18,72717.0,Master'S,Travel_Frequently,39,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Rajesh Iyer
1334,Nikhil Kapoor,Male,2019-06-28,45144.0,Diploma,Travel_Rarely,34,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Preeti Sharma
1335,Neha Bansal,Female,2025-05-07,64568.0,Master'S,Non-Travel,30,Accountant,Finance,Mumbai,Maharashtra,India,Amit Bansal
1336,Kirti Gupta,Female,2024-11-02,46355.0,Master'S,Travel_Frequently,52,Sales Executive,Sales,Bangalore,Karnataka,India,Shreya Chopra
1337,Arjun Patel,Male,2012-05-21,56172.0,Phd,Travel_Rarely,40,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Kavya Bansal
1338,Shreya Gupta,Female,2014-04-13,72495.0,Phd,Non-Travel,20,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,Nisha Sharma
1339,Karan Kumar,Male,2010-06-10,60000.0,Master'S,Travel_Rarely,48,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Nisha Agarwal
1340,Nikhil Chopra,Male,2023-09-19,34706.0,Bachelor'S,Travel_Rarely,8,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Suresh Patel
1341,Priya Patel,Female,2017-09-17,61651.0,Master'S,Travel_Frequently,42,Accountant,Finance,Mumbai,Maharashtra,India,Ashok Tiwari
1342,Ashok Reddy,Male,2020-10-30,65497.0,High School,Travel_Rarely,23,Financial Analyst,Finance,Mumbai,Maharashtra,India,Preeti Sharma
1343,Vivaan Mehta,Male,2022-08-09,47844.0,Phd,Travel_Frequently,7,Operations Executive,Operations,Chennai,Tamil Nadu,India,Deepak Rao
1344,Pooja Singh,Female,2012-05-13,59199.0,High School,Travel_Frequently,24,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Aditya Verma
1345,Kavita Sharma,Female,2016-06-07,59379.0,Master'S,Non-Travel,52,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Kirti Malhotra
1346,Priya Kapoor,Female,2021-08-09,69241.0,Diploma,Non-Travel,41,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,
1347,Kavita Chopra,Female,2010-03-06,67953.0,Phd,Travel_Frequently,23,Finance Manager,Finance,Mumbai,Maharashtra,India,Riya Kapoor
1348,Sanjay Gupta,Male,2012-10-29,54300.0,Phd,Travel_Rarely,16,Territory Manager,Sales,Bangalore,Karnataka,India,Divya Saxena
1349,Aarav Joshi,Male,2011-01-27,72446.0,Phd,Travel_Frequently,15,Finance Manager,Finance,Mumbai,Maharashtra,India,Shreya Chopra
1350,Anil Agarwal,Male,2021-08-01,53710.0,Diploma,Non-Travel,29,Marketing Executive,Marketing,Lucknow,Uttar Pradesh,India,Suresh Saxena
1351,Divya Tiwari,Female,2019-11-15,47473.0,Phd,Non-Travel,45,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Sneha Gupta
1352,Pooja Yadav,Female,2016-06-30,65000.0,Phd,Non-Travel,20,Operations Manager,Operations,Chennai,Tamil Nadu,India,Riya Kapoor
1353,Priya Singh,Female,2019-05-14,82607.0,Diploma,Travel_Frequently,30,Software Engineer,IT,Jaipur,Rajasthan,India,Kirti Chopra
1354,Neha Yadav,Female,2022-02-18,45312.0,Bachelor'S,Travel_Frequently,8,Operations Manager,Operations,Chennai,Tamil Nadu,India,Riya Kapoor
1355,Gaurav Agarwal,Male,2010-06-02,72024.0,High School,Travel_Frequently,21,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Nisha Malhotra
1356,Rajesh Malhotra,Male,2021-11-03,59011.0,Master'S,Non-Travel,40,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Sanjay Agarwal
1357,Sunita Singh,Female,2017-04-09,78742.0,Phd,Travel_Rarely,8,System Admin,IT,Jaipur,Rajasthan,India,Pooja Reddy
1358,Nikhil Sharma,Male,2022-06-05,43842.0,Phd,Non-Travel,24,Operations Executive,Operations,Chennai,Tamil Nadu,India,Nisha Agarwal
1359,Preeti Kapoor,Female,2020-06-03,56742.0,Master'S,Travel_Frequently,14,Sales Executive,Sales,Bangalore,Karnataka,India,Sanjay Joshi
