employee_id,employee_name,gender,hire_date,salary,education_level,business_travel,distance_from_home_km,job_title,department_name,city,state,country,manager_name,latest_history_start,latest_history_end,latest_review_date,performance_rating,job_satisfaction,work_life_balance,latest_attendance_date,latest_attendance_status,overtime_hours,exit_date,exit_reason,is_active
1122,Vikram Mehta,Male,2018-05-17,46959.0,Diploma,Non-Travel,32,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Suresh Rao,2018-05-17,,2022-01-26,3.0,3,1.0,2026-07-10,Present,0.0,,,True
1123,Suresh Sharma,Male,2018-08-12,58099.0,Diploma,Non-Travel,18,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Divya Saxena,2018-08-12,,2026-07-08,5.0,4,,,,,,,True
1124,Preeti Agarwal,Female,2022-03-08,37302.0,High School,Travel_Rarely,3,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Suresh Saxena,2022-10-20,,2021-02-21,1.0,3,5.0,2026-07-10,Leave,2.0,,,True
1125,Pooja Iyer,Female,2023-09-09,56952.0,Diploma,Travel_Frequently,19,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Shreya Kapoor,2023-09-09,,2023-10-16,3.0,5,3.0,2026-07-10,Present,3.0,,,True
1126,Vikram Malhotra,Male,2012-11-05,70000.0,Bachelor'S,Travel_Rarely,29,Territory Manager,Sales,Bangalore,Karnataka,India,Kavya Kapoor,2012-11-05,,2024-08-10,4.0,2,1.0,2026-07-10,Present,1.5,,,True
1127,Ritu Nair,Female,2017-05-05,70859.0,Phd,Non-Travel,28,Qa Engineer,IT,Jaipur,Rajasthan,India,Suresh Patel,2017-05-05,,2026-04-03,,3,2.0,,,,,,True
1128,Anjali Saxena,Female,2017-09-16,68702.0,Master'S,Travel_Frequently,9,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,,2020-11-30,,2025-11-05,1.0,4,5.0,,,,,,True
1129,Neha Joshi,Female,2024-11-26,58230.0,High School,Travel_Rarely,5,Financial Analyst,Finance,Mumbai,Maharashtra,India,Gaurav Iyer,2024-11-26,,2022-01-15,1.0,5,1.0,,,,,,True
1130,Rohan Mehta,Male,2012-12-18,58326.0,Diploma,Non-Travel,34,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Kirti Chopra,2014-09-16,,2024-10-18,4.0,5,3.0,,,,,,True
1131,Riya Kumar,Female,2011-12-12,49478.0,Diploma,Travel_Frequently,39,Operations Manager,Operations,Chennai,Tamil Nadu,India,Vikram Bansal,2013-07-30,,2024-04-28,4.0,4,3.0,2026-07-10,Present,0.0,,,True
1132,Sanjay Reddy,Male,2024-06-29,51597.0,High School,Travel_Rarely,9,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Sanjay Yadav,2024-06-29,,2025-09-22,5.0,4,2.0,2026-07-10,Present,3.0,,,True
1133,Nikhil Gupta,Male,2015-11-18,52479.0,Master'S,Travel_Frequently,35,Sales Executive,Sales,Bangalore,Karnataka,India,Deepak Rao,2015-11-18,,2024-08-31,4.0,5,4.0,2026-07-10,Present,0.0,,,True
1134,Siddharth Reddy,Male,2023-02-26,68847.0,High School,Non-Travel,30,R&D Manager,Research & Development,Chennai,Tamil Nadu,India,Amit Patel,2023-12-01,,2025-05-10,4.0,5,,2026-07-10,Present,1.0,,,True
1135,Aditya Sharma,Male,2021-02-18,60736.0,High School,Travel_Rarely,52,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Aditya Verma,2021-02-18,,2022-06-14,2.0,5,1.0,,,,,,True
1136,Nikhil Kapoor,Male,2022-09-18,83120.0,High School,Non-Travel,31,Software Engineer,IT,Jaipur,Rajasthan,India,Kavya Iyer,2022-09-18,,2023-03-31,,4,3.0,,,,,,True
1137,Varun Malhotra,Male,2019-05-03,52525.0,Phd,Travel_Rarely,5,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Rajesh Iyer,2019-11-19,,2026-12-25,2.0,4,,2026-07-10,Wfh,1.0,2026-11-09,Personal Reasons,False
1138,Anjali Gupta,Female,2014-07-02,50472.0,Phd,Non-Travel,1,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Aditya Verma,2014-07-02,,2026-07-13,2.0,3,4.0,,,,,,True
1139,Rajesh Sharma,Male,2012-05-01,65000.0,Diploma,Travel_Rarely,45,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Suresh Rao,2012-05-01,,2024-02-28,3.0,3,5.0,,,,,,True
1140,Siddharth Kumar,Male,2019-10-04,40311.0,Master'S,Non-Travel,5,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Sneha Kumar,2019-10-04,,2026-12-09,5.0,2,3.0,2026-07-10,Present,0.0,2023-03-20,Career Growth,False
1141,Vikram Singh,Male,2017-01-16,76051.0,Bachelor'S,Non-Travel,14,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Rajesh Iyer,2018-01-03,,2026-07-14,5.0,5,3.0,,,,,,True
1142,Suresh Chopra,Male,2013-11-25,70000.0,High School,Non-Travel,9,Territory Manager,Sales,Bangalore,Karnataka,India,Riya Singh,2013-11-25,,2025-09-29,1.0,1,2.0,,,,,,True
1143,Gaurav Tiwari,Male,2011-06-13,64771.0,High School,Travel_Frequently,28,Financial Analyst,Finance,Mumbai,Maharashtra,India,Preeti Sharma,2011-06-13,,2025-07-22,1.0,1,2.0,2026-07-10,Present,1.5,,,True
1144,Isha Joshi,Female,2016-04-11,64859.0,High School,Travel_Rarely,9,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Preeti Sharma,2016-04-11,,2023-08-02,3.0,1,1.0,,,,,,True
1145,Varun Sharma,Male,2022-03-19,48551.0,Bachelor'S,Travel_Rarely,34,Operations Manager,Operations,Chennai,Tamil Nadu,India,Ashok Nair,2022-03-19,,2024-11-21,4.0,5,3.0,,,,,,True
1146,Aditya Iyer,Male,2011-04-04,73000.0,Bachelor'S,Non-Travel,46,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Rajesh Iyer,2011-04-04,,2023-12-23,2.0,1,3.0,2026-07-10,Leave,0.0,,,True
1147,Nikhil Saxena,Male,2010-11-07,68631.0,Diploma,Non-Travel,2,Accountant,Finance,Mumbai,Maharashtra,India,Priya Chopra,2010-11-07,,2024-08-03,4.0,4,3.0,,,,,,True
1148,Siddharth Joshi,Male,2012-04-07,52839.0,Phd,Travel_Rarely,15,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Rohan Kapoor,2012-04-07,,2026-02-28,3.0,4,4.0,,,,2026-05-12,Career Growth,False
1149,Kavya Patel,Female,2022-09-23,54875.0,High School,Travel_Rarely,21,Sales Associate,Sales,Bangalore,Karnataka,India,Preeti Kapoor,2022-09-23,,2023-09-28,4.0,1,1.0,,,,,,True
1150,Nisha Sharma,Female,2025-07-19,58843.0,Master'S,Travel_Rarely,23,Accountant,Finance,Mumbai,Maharashtra,India,Sanjay Yadav,2025-07-19,,2025-07-17,4.0,3,2.0,,,,,,True
1151,Karan Kapoor,Male,2010-06-14,67000.0,Bachelor'S,Travel_Frequently,31,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Vikram Bansal,2010-06-14,,2024-08-12,1.0,2,5.0,,,,,,True
1152,Isha Verma,Female,2025-08-21,46103.0,Master'S,Non-Travel,24,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Nisha Sharma,2025-08-21,,2022-10-16,4.0,2,2.0,,,,2026-06-06,Not Specified,False
1153,Riya Singh,Female,2024-04-25,42876.0,Phd,Non-Travel,24,Sales Manager,Sales,Bangalore,Karnataka,India,Kavya Bansal,2024-04-25,,2023-09-04,5.0,2,,,,,,,True
1154,Nisha Kapoor,Female,2016-01-10,72618.0,Diploma,Non-Travel,54,Accountant,Finance,Mumbai,Maharashtra,India,Shreya Chopra,2016-01-10,,2026-06-03,5.0,3,,,,,,,True
1155,Kirti Iyer,Female,2018-11-09,48855.0,Master'S,Non-Travel,14,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Kirti Chopra,2018-11-09,,2022-06-04,1.0,4,3.0,,,,,,True
1156,Riya Kumar,Female,2011-07-03,71834.0,Master'S,Travel_Rarely,10,Finance Manager,Finance,Mumbai,Maharashtra,India,Kirti Malhotra,2012-12-27,,2025-11-07,2.0,2,2.0,,,,2023-12-26,Personal Reasons,False
1157,Aditya Tiwari,Male,2015-12-04,67000.0,Master'S,Travel_Rarely,22,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Sanjay Joshi,2020-06-25,,2025-07-04,5.0,3,1.0,,,,,,True
1158,Meera Sharma,Female,2016-04-15,84156.0,Bachelor'S,Travel_Frequently,27,IT Manager,IT,Jaipur,Rajasthan,India,Rohan Joshi,2016-04-15,,2022-11-26,4.0,5,3.0,2026-07-10,Present,0.0,2026-04-11,Personal Reasons,False
1159,Swati Agarwal,Female,2013-07-26,74920.0,Diploma,Non-Travel,3,Software Engineer,IT,Jaipur,Rajasthan,India,Nisha Sharma,2013-07-26,,2025-10-20,4.0,4,3.0,2026-07-10,Present,2.0,2025-09-04,Better Opportunity,False
1160,Meera Kapoor,Female,2010-09-08,65000.0,Bachelor'S,Travel_Rarely,2,Operations Executive,Operations,Chennai,Tamil Nadu,India,Ashok Nair,2011-08-21,,2025-10-27,2.0,2,1.0,,,,,,True
1161,Rahul Iyer,Male,2019-03-09,51220.0,Diploma,Travel_Frequently,52,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Vivaan Verma,2020-05-11,,2026-06-13,1.0,5,4.0,2026-07-10,Present,3.0,2024-01-15,Better Opportunity,False
1162,Kavita Chopra,Female,2014-11-23,88754.0,Bachelor'S,Travel_Frequently,39,Qa Engineer,IT,Jaipur,Rajasthan,India,Nisha Sharma,2014-11-23,,2024-07-14,5.0,3,5.0,,,,,,True
1163,Rajesh Nair,Male,2024-09-18,76985.0,Master'S,Travel_Frequently,9,IT Manager,IT,Jaipur,Rajasthan,India,Ananya Reddy,2024-09-18,,2023-07-01,4.0,5,2.0,2026-07-10,Work From Home,2.0,,,True
1164,Kavita Chopra,Female,2022-10-31,38978.0,Bachelor'S,Travel_Frequently,36,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Amit Bansal,2024-09-23,,2022-11-01,1.0,2,4.0,,,,,,True
1165,Preeti Patel,Female,2017-12-20,85549.0,High School,Travel_Frequently,40,Software Engineer,IT,Jaipur,Rajasthan,India,Kavita Saxena,2020-05-07,,2024-05-14,5.0,2,3.0,2026-07-10,Work From Home,0.0,2024-02-12,Personal Reasons,False
1166,Ritu Rao,Female,2014-06-29,61363.0,Diploma,Travel_Frequently,4,Operations Executive,Operations,Chennai,Tamil Nadu,India,Preeti Kapoor,2014-06-29,,2026-07-07,2.0,1,4.0,2026-07-10,Present,3.0,2023-12-04,Career Growth,False
1167,Gaurav Patel,Male,2023-10-13,45694.0,Bachelor'S,Non-Travel,2,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Vivaan Verma,2023-10-13,,2026-11-09,5.0,1,3.0,,,,,,True
1168,Shreya Kumar,Female,2011-06-19,67000.0,Bachelor'S,Travel_Rarely,49,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Sneha Gupta,2014-06-18,,2025-05-04,3.0,2,4.0,,,,,,True
1169,Priya Iyer,Female,2010-06-29,70102.0,Phd,Travel_Frequently,7,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Preeti Sharma,2012-07-03,,2025-12-27,5.0,2,1.0,2026-07-10,Work From Home,0.0,2023-04-30,Better Opportunity,False
1170,Nisha Chopra,Female,2013-06-08,55618.0,High School,Travel_Frequently,40,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Sanjay Singh,2013-06-08,,2026-09-06,3.0,4,3.0,,,,,,True
1171,Ashok Reddy,Male,2025-10-11,49005.0,High School,Travel_Frequently,43,Accountant,Finance,Mumbai,Maharashtra,India,,2025-10-11,,2025-11-01,4.0,3,2.0,2026-07-10,Present,0.0,,,True
1172,Aditya Nair,Male,2015-12-04,57385.0,High School,Non-Travel,43,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Gaurav Iyer,2015-12-04,,2025-01-03,5.0,1,3.0,2026-07-10,Absent,0.0,2025-12-20,Health Reasons,False
1173,Neha Joshi,Female,2018-12-28,75692.0,Diploma,Non-Travel,7,System Admin,IT,Jaipur,Rajasthan,India,Riya Singh,2018-12-28,,2026-04-19,3.0,3,5.0,,,,,,True
1174,Isha Yadav,Female,2025-05-09,44488.0,Bachelor'S,Travel_Frequently,44,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Kavya Bansal,2026-02-24,,2026-04-09,1.0,1,2.0,,,,,,True
1175,Rajesh Agarwal,Male,2017-10-03,57376.0,Diploma,Travel_Rarely,21,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Pooja Reddy,2017-10-03,,2026-12-31,,2,3.0,,,,,,True
1176,Varun Chopra,Male,2019-12-18,56468.0,Master'S,Non-Travel,36,Operations Executive,Operations,Chennai,Tamil Nadu,India,,2020-11-22,,2023-05-21,5.0,3,3.0,,,,,,True
1177,Ritu Saxena,Female,2018-02-24,60675.0,Master'S,Non-Travel,49,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Priya Chopra,2021-02-12,,2026-05-03,,5,4.0,,,,,,True
1178,Preeti Agarwal,Female,2013-09-06,90000.0,Diploma,Non-Travel,46,Software Engineer,IT,Jaipur,Rajasthan,India,Sneha Gupta,2013-09-06,,2026-07-09,2.0,3,4.0,,,,,,True
1179,Deepak Kapoor,Male,2021-11-23,64832.0,Diploma,Non-Travel,25,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Shreya Chopra,2021-11-23,,2023-07-02,1.0,5,4.0,,,,2022-04-29,Retirement,False
1180,Kavita Yadav,Female,2017-09-09,73000.0,Bachelor'S,Travel_Frequently,14,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Kavya Bansal,2018-05-11,,2022-07-28,1.0,3,5.0,,,,,,True
1181,Kavya Patel,Female,2017-11-25,82950.0,High School,Non-Travel,2,Software Engineer,IT,Jaipur,Rajasthan,India,Rajesh Iyer,2017-11-25,,2026-02-27,1.0,4,5.0,,,,,,True
1182,Isha Rao,Female,2011-05-24,70856.0,Phd,Travel_Frequently,42,Accountant,Finance,Mumbai,Maharashtra,India,Sanjay Joshi,2015-06-24,,2026-11-11,,2,4.0,2026-07-10,Present,1.0,,,True
1183,Ananya Chopra,Female,2022-05-21,37646.0,Bachelor'S,Travel_Frequently,48,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Priya Chopra,2022-05-21,,2023-06-20,5.0,2,2.0,,,,,,True
1184,Nisha Patel,Female,2021-07-11,53363.0,Diploma,Non-Travel,21,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Ritu Rao,2021-07-11,,2025-03-24,1.0,5,3.0,2026-07-10,Present,0.0,,,True
1185,Swati Tiwari,Female,2025-11-15,64190.0,Diploma,Travel_Rarely,24,Software Engineer,IT,Jaipur,Rajasthan,India,Suresh Reddy,2025-11-15,,2021-01-11,1.0,4,4.0,,,,,,True
1186,Preeti Sharma,Female,2024-05-28,50892.0,Bachelor'S,Travel_Frequently,53,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Shreya Kapoor,2025-12-08,,2022-01-05,1.0,4,5.0,2026-07-10,Present,0.0,,,True
1187,Ananya Rao,Female,2011-11-06,73000.0,Master'S,Non-Travel,35,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Amit Patel,2011-11-06,,2025-01-21,5.0,3,2.0,2026-07-10,Present,1.5,,,True
1188,Neha Kumar,Female,2017-06-10,58052.0,Master'S,Travel_Rarely,2,Sales Associate,Sales,Bangalore,Karnataka,India,Nisha Malhotra,2019-06-11,,2022-09-13,4.0,2,,2026-07-10,Work From Home,1.0,,,True
1189,Gaurav Verma,Male,2025-05-20,36939.0,Diploma,Travel_Frequently,19,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Suresh Reddy,2025-05-20,,2025-10-21,4.0,3,5.0,,,,,,True
1190,Priya Saxena,Female,2010-02-11,72514.0,Phd,Non-Travel,12,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Sanjay Singh,2010-02-11,,2025-12-29,4.0,4,3.0,,,,,,True
1191,Gaurav Verma,Male,2011-08-23,53767.0,High School,Travel_Rarely,32,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Ritu Nair,2011-08-23,,2021-09-23,2.0,3,1.0,2026-07-10,Present,1.5,,,True
1192,Gaurav Tiwari,Male,2013-10-13,90000.0,Master'S,Travel_Rarely,23,IT Manager,IT,Jaipur,Rajasthan,India,Sanjay Yadav,2013-10-13,,2026-09-20,,5,5.0,2026-07-10,Present,1.5,,,True
1193,Amit Kumar,Male,2024-01-21,53419.0,Bachelor'S,Travel_Frequently,31,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Nisha Singh,2025-09-11,,2025-06-23,4.0,1,2.0,,,,,,True
1194,Kavya Kapoor,Female,2015-05-11,48797.0,Diploma,Travel_Rarely,3,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Amit Tiwari,2015-05-11,,2026-11-13,,4,5.0,,,,,,True
1195,Sneha Verma,Female,2020-07-14,58377.0,Phd,Travel_Frequently,12,Content Strategist,Marketing,Lucknow,Uttar Pradesh,India,Preeti Mehta,2020-07-14,,2022-08-25,4.0,5,2.0,2026-07-10,Leave,2.0,,,True
1196,Siddharth Nair,Male,2019-02-07,54223.0,High School,Travel_Frequently,18,Operations Executive,Operations,Chennai,Tamil Nadu,India,Suresh Reddy,2019-02-07,,2026-02-04,5.0,1,4.0,,,,,,True
1197,Rahul Malhotra,Male,2025-02-22,60000.0,Phd,Travel_Frequently,10,Software Engineer,IT,Jaipur,Rajasthan,India,Sneha Gupta,2025-02-22,,2026-06-18,3.0,4,,2026-07-10,P,0.0,,,True
1198,Sakshi Tiwari,Female,2014-11-10,63740.0,Diploma,Travel_Frequently,33,Territory Manager,Sales,Bangalore,Karnataka,India,Pooja Singh,2014-11-10,,2024-07-27,3.0,4,1.0,,,,,,True
1199,Sakshi Tiwari,Female,2012-06-08,63613.0,Phd,Travel_Frequently,33,HR Business Partner,Human Resources,Lucknow,Uttar Pradesh,India,Ritu Nair,2012-06-08,,2026-09-17,3.0,5,3.0,2026-07-10,Present,1.5,,,True
1200,Manish Agarwal,Male,2021-11-19,37821.0,Phd,Travel_Rarely,9,Operations Executive,Operations,Chennai,Tamil Nadu,India,Deepak Rao,2021-11-19,,2024-08-14,1.0,1,2.0,,,,,,True
1201,Sanjay Yadav,Male,2010-02-28,65000.0,Bachelor'S,Travel_Frequently,28,Operations Executive,Operations,Chennai,Tamil Nadu,India,Shreya Chopra,2011-08-20,,2025-05-31,4.0,5,4.0,,,,,,True
1202,Riya Malhotra,Female,2022-07-17,45465.0,Diploma,Travel_Frequently,11,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Riya Singh,2022-07-17,,2026-04-22,3.0,5,3.0,,,,,,True
1203,Karan Chopra,Male,2013-04-05,70000.0,Phd,Travel_Rarely,46,Sales Executive,Sales,Bangalore,Karnataka,India,Sneha Gupta,2013-10-19,,2025-09-30,1.0,4,2.0,2026-07-10,Present,2.0,,,True
1204,Nikhil Kapoor,Male,2021-08-15,60790.0,High School,Non-Travel,18,Sales Manager,Sales,Bangalore,Karnataka,India,Kavya Bansal,2023-03-03,,2023-05-04,4.0,1,4.0,2026-07-10,Present,0.0,,,True
1205,Siddharth Sharma,Male,2022-07-17,36958.0,Bachelor'S,Travel_Rarely,33,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Vivaan Verma,2024-02-25,,2025-05-31,2.0,5,2.0,,,,,,True
1206,Siddharth Nair,Male,2022-08-19,53341.0,High School,Travel_Frequently,51,Auditor,Finance,Mumbai,Maharashtra,India,Preeti Mehta,2024-11-02,,2024-11-22,,3,3.0,2026-07-10,Present,0.0,2026-10-29,Career Growth,False
1207,Kavita Joshi,Female,2016-06-11,64251.0,Bachelor'S,Travel_Frequently,44,Territory Manager,Sales,Bangalore,Karnataka,India,Amit Tiwari,2016-06-11,,2026-03-27,2.0,2,,,,,2024-12-17,Not Specified,False
1208,Rahul Nair,Male,2015-08-08,68507.0,Phd,Travel_Rarely,24,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,,2015-08-08,,2022-10-24,1.0,2,,2026-07-10,Present,0.0,2023-04-20,Better Opportunity,False
1209,Swati Patel,Female,2022-12-08,64508.0,Master'S,Travel_Frequently,34,Auditor,Finance,Mumbai,Maharashtra,India,Rohan Kapoor,2022-12-08,,2021-10-22,5.0,3,4.0,,,,,,True
1210,Anil Tiwari,Male,2022-04-21,67000.0,Bachelor'S,Travel_Rarely,29,Recruiter,Human Resources,Lucknow,Uttar Pradesh,India,Preeti Saxena,2022-04-21,,2026-05-19,2.0,4,3.0,2026-07-10,Leave,3.0,,,True
1211,Aditya Nair,Male,2014-05-26,70768.0,Master'S,Travel_Rarely,36,Seo Specialist,Marketing,Lucknow,Uttar Pradesh,India,Riya Kapoor,2016-07-21,,2023-04-14,1.0,4,3.0,2026-07-10,Present,0.0,2023-12-12,Retirement,False
1212,Aarav Reddy,Male,2024-02-16,67684.0,High School,Travel_Frequently,39,Auditor,Finance,Mumbai,Maharashtra,India,,2024-02-16,,2026-01-28,1.0,4,2.0,2026-07-10,Present,0.0,,,True
1213,Sanjay Joshi,Male,2020-01-10,82388.0,Phd,Travel_Rarely,55,Qa Engineer,IT,Jaipur,Rajasthan,India,Sanjay Singh,2020-01-10,,2021-11-16,5.0,1,4.0,2026-07-10,Present,1.0,2024-10-29,Not Specified,False
1214,Anjali Rao,Female,2019-12-24,70037.0,Diploma,Travel_Frequently,45,Auditor,Finance,Mumbai,Maharashtra,India,,2019-12-24,,2021-05-12,3.0,2,2.0,2026-07-10,Present,2.0,,,True
1215,Vivaan Bansal,Male,2018-11-27,53914.0,Master'S,Non-Travel,34,Sales Executive,Sales,Bangalore,Karnataka,India,Ashok Tiwari,2018-11-27,,2021-06-12,2.0,1,2.0,2026-07-10,Present,0.0,,,True
1216,Swati Kapoor,Female,2025-08-24,62390.0,Bachelor'S,Travel_Frequently,15,Auditor,Finance,Mumbai,Maharashtra,India,Sanjay Agarwal,2025-08-24,,2025-09-21,4.0,4,5.0,2026-07-10,Present,3.0,2026-05-24,Not Specified,False
1217,Kavya Rao,Female,2013-01-21,59032.0,Diploma,Travel_Frequently,24,Sales Executive,Sales,Bangalore,Karnataka,India,Ananya Reddy,2013-12-06,,2026-01-27,5.0,5,1.0,,,,,,True
1218,Karan Chopra,Male,2024-01-10,41857.0,Master'S,Non-Travel,12,Operations Executive,Operations,Chennai,Tamil Nadu,India,Suresh Malhotra,2024-01-10,,2025-11-14,4.0,3,4.0,2026-07-10,Present,2.0,,,True
1219,Divya Yadav,Female,2010-06-08,55269.0,High School,Non-Travel,22,Support Executive,Customer Support,Noida,Uttar Pradesh,India,Shreya Malhotra,2011-04-30,,2023-10-06,4.0,4,1.0,2026-07-10,Present,3.0,,,True
1220,Nisha Verma,Female,2013-04-11,85541.0,Diploma,Travel_Rarely,16,Software Engineer,IT,Jaipur,Rajasthan,India,Riya Singh,2013-04-11,,2025-01-01,4.0,4,5.0,2026-07-10,Present,1.0,,,True
1221,Siddharth Reddy,Male,2016-12-31,60000.0,Bachelor'S,Travel_Frequently,14,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Vikram Nair,2016-12-31,,2026-06-14,3.0,4,2.0,2026-07-10,Present,2.0,,,True
1222,Karan Nair,Male,2010-12-11,50449.0,Bachelor'S,Non-Travel,23,HR Manager,Human Resources,Lucknow,Uttar Pradesh,India,Ritu Nair,2013-09-17,,2024-01-16,1.0,3,2.0,,,,,,True
1223,Nikhil Iyer,Male,2019-11-03,79623.0,Phd,Non-Travel,37,IT Manager,IT,Jaipur,Rajasthan,India,Ashok Tiwari,2019-11-03,,2023-09-15,2.0,2,3.0,2026-07-10,Present,1.0,,,True
1224,Sakshi Saxena,Female,2013-06-23,66684.0,Phd,Travel_Frequently,16,Research Scientist,Research & Development,Chennai,Tamil Nadu,India,Divya Saxena,2013-06-23,,2024-08-12,1.0,3,1.0,2026-07-10,Present,1.0,,,True
1225,Riya Agarwal,Female,2023-10-02,35387.0,High School,Non-Travel,32,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Kavya Bansal,2023-10-02,,2026-10-06,4.0,2,4.0,2026-07-10,Present,0.0,,,True
1226,Swati Agarwal,Female,2014-12-14,80000.0,Bachelor'S,Travel_Frequently,27,Financial Analyst,Finance,Mumbai,Maharashtra,India,Preeti Sharma,2014-12-14,,2022-02-14,5.0,5,5.0,2026-07-10,Present,0.0,,,True
1227,Ritu Verma,Female,2021-08-26,49829.0,Phd,Travel_Frequently,7,HR Executive,Human Resources,Lucknow,Uttar Pradesh,India,Nisha Singh,2021-08-26,,2025-08-17,1.0,2,4.0,2026-07-10,Present,0.0,,,True
1228,Pooja Patel,Female,2017-07-27,64820.0,Master'S,Travel_Frequently,21,Data Scientist,Research & Development,Chennai,Tamil Nadu,India,Preeti Saxena,2018-10-11,,2026-11-19,,3,5.0,,,,,,True
1229,Meera Kapoor,Female,2010-10-11,52915.0,High School,Travel_Frequently,33,Support Team Lead,Customer Support,Noida,Uttar Pradesh,India,Sneha Kumar,2012-11-13,,2025-10-19,5.0,5,1.0,,,,,,True
1230,Deepak Joshi,Male,2018-03-27,77880.0,Bachelor'S,Non-Travel,32,Lab Technician,Research & Development,Chennai,Tamil Nadu,India,Aditya Verma,2018-03-27,,2024-10-04,5.0,1,3.0,2026-07-10,Present,0.0,,,True
1231,Ashok Rao,Male,2011-04-04,62076.0,Phd,Travel_Frequently,50,Sales Associate,Sales,Bangalore,Karnataka,India,Kavya Bansal,2011-04-04,,2026-05-22,3.0,1,1.0,2026-07-10,Present,1.0,2025-10-12,Career Growth,False
1232,Preeti Tiwari,Female,2025-08-26,63042.0,Bachelor'S,Non-Travel,9,R&D Manager,Research & Development,Chennai,Tamil Nadu,India,Suresh Saxena,2025-08-26,,2026-10-29,4.0,2,2.0,2026-07-10,Present,2.0,,,True
1233,Divya Gupta,Female,2013-01-09,60628.0,Master'S,Travel_Frequently,37,Logistics Coordinator,Operations,Chennai,Tamil Nadu,India,Suresh Malhotra,2014-12-06,,2024-08-01,2.0,2,,2026-07-10,Present,2.0,2025-08-19,Personal Reasons,False
1234,Riya Mehta,Female,2016-11-02,74326.0,Bachelor'S,Travel_Frequently,55,Software Engineer,IT,Jaipur,Rajasthan,India,Vikram Nair,2016-11-02,,2025-03-28,2.0,2,,,,,,,True
1235,Sanjay Sharma,Male,2020-02-04,90000.0,Diploma,Travel_Rarely,38,Software Engineer,IT,Jaipur,Rajasthan,India,Aditya Verma,2020-02-04,,2022-04-24,2.0,2,5.0,2026-07-10,Present,3.0,,,True
1236,Sanjay Reddy,Male,2024-09-07,62832.0,Master'S,Travel_Rarely,33,Financial Analyst,Finance,Mumbai,Maharashtra,India,,2024-09-07,,2025-08-14,2.0,3,3.0,2026-07-10,Present,0.0,,,True
1237,Karan Reddy,Male,2010-06-26,42876.0,Bachelor'S,Travel_Frequently,18,Customer Success Manager,Customer Support,Noida,Uttar Pradesh,India,Kavya Kapoor,2010-06-26,,2026-09-29,5.0,4,1.0,,,,,,True
1238,Varun Nair,Male,2018-10-24,61068.0,Diploma,Travel_Rarely,39,Marketing Manager,Marketing,Lucknow,Uttar Pradesh,India,Amit Tiwari,2021-11-16,,2024-12-31,2.0,2,1.0,2026-07-10,Present,0.0,,,True
